,,"Purpose of This Spreadsheet is to Outline the Methodology of System 30
Branches Traded in 2025 OOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IYW,5d RSI IYW LT20 - L IYW,3.7 %,17.1 %,1833,8547,10.7 %,8.7 %,34.1 %,195.8 %,0.0 %,-3.0 %,4,6,0.3,0.5,75.0 %,100.0 %,0.5,,458,1334,0.9 %,2.7 %,4.8,2.7,1,0,3,6,1,0,3,6,1,0,3,5,3,,3,6,1.5,,0.4,8.8,-7561,0,-7.6 %,0.0 %,-7561,0,-7.6 %,0.0 %,-7561,0,-7.6 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,1871,1334,-3781,0,75.0 %,100.0 %
IYZ,3d RSI IYZ LT17 - L IYZ,6.0 %,17.1 %,2988,8549,12.1 %,21.0 %,49.4 %,81.3 %,-1.7 %,-2.7 %,7,11,0.6,0.9,85.7 %,90.9 %,0.8,3.4,427,725,0.9 %,1.4 %,2.3,3.8,1,1,4,5,1,1,4,5,1,1,4,4,6,10,6,10,4.5,33.5,1.6,4.6,-1695,-245,-1.7 %,-0.5 %,-1695,-245,-1.7 %,-0.5 %,-1695,-245,-1.7 %,-0.5 %,85.7 %,90.9 %,85.7 %,90.9 %,85.7 %,90.9 %,639,822,-847,-245,83.3 %,88.9 %
JDST,11d RSI JDST LT25 - L JDST,17.0 %,14.6 %,8524,7292,36.5 %,6.0 %,46.7 %,245.0 %,-9.4 %,-12.3 %,6,4,0.5,0.3,66.7 %,50.0 %,1.1,4.5,1421,1814,2.8 %,3.6 %,4,2.8,1,1,2,2,1,1,2,2,1,1,2,2,2,1,4,2,2.3,4.5,0.8,1.2,-9440,-1954,-9.4 %,-3.9 %,-9440,-1954,-9.4 %,-3.9 %,-3924,-1954,-3.9 %,-3.9 %,66.7 %,50.0 %,66.7 %,50.0 %,66.7 %,50.0 %,3828,4653,-3393,-1024,66.7 %,50.0 %
JETS,7d RSI JETS LT28 - L JETS,14.4 %,10.8 %,7179,5404,21.4 %,7.9 %,67.0 %,136.2 %,-1.4 %,-5.3 %,8,6,0.7,0.5,75.0 %,83.3 %,1.5,1.5,897,873,1.8 %,1.8 %,3.5,2.3,2,1,6,3,2,1,6,3,1,1,4,2,3,5,6,5,4.5,7.5,1.8,2.1,-4118,-809,-4.1 %,-1.6 %,-4118,-809,-4.1 %,-1.6 %,-4118,-809,-4.1 %,-1.6 %,75.0 %,83.3 %,75.0 %,83.3 %,75.0 %,83.3 %,1540,1210,-1030,-809,80.0 %,80.0 %
JHMD,10d RSI JHMD LT33 - L JHMD,1.2 %,7.1 %,598,3556,5.3 %,9.5 %,22.5 %,74.7 %,0.0 %,-1.3 %,2,7,0.2,0.6,50.0 %,100.0 %,1.7,,299,495,0.6 %,1.0 %,3.5,2.4,1,0,1,7,1,0,1,6,1,0,1,5,1,,1,7,1.7,,0.4,3.2,-1656,0,-1.7 %,0.0 %,-1656,0,-1.7 %,0.0 %,-1656,0,-1.7 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,1426,495,-828,0,50.0 %,100.0 %
JHMM,21d RSI JHMM LT42 - L JHMM,6.0 %,4.7 %,2999,2366,19.4 %,6.8 %,30.9 %,70.2 %,-5.5 %,-1.0 %,9,3,0.8,0.2,77.8 %,100.0 %,0.6,,333,779,0.7 %,1.6 %,3.8,4,1,0,3,3,1,0,3,3,1,0,2,3,3.5,,7,3,2.1,,0.8,2.9,-5573,0,-5.6 %,0.0 %,-5573,0,-5.6 %,0.0 %,-3558,0,-3.6 %,0.0 %,77.8 %,100.0 %,77.8 %,100.0 %,77.8 %,100.0 %,836,779,-1426,0,75.0 %,100.0 %
JIVE,3d RSI JIVE LT10 - L JIVE,4.2 %,4.8 %,2094,2386,4.2 %,5.2 %,99.9 %,92.5 %,0.0 %,-0.9 %,2,4,0.2,0.3,100.0 %,100.0 %,,,1047,588,2.1 %,1.2 %,2.5,2.2,0,0,2,4,0,0,2,4,0,0,2,4,,,2,4,,,5,3.1,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1047,588,0,0,100.0 %,100.0 %
JNUG,13d RSI JNUG LT34 - L JNUG,20.3 %,28.8 %,10133,14399,100.0 %,7.1 %,20.3 %,403.2 %,0.0 %,-5.9 %,1,5,0.1,0.4,100.0 %,100.0 %,,,10133,2605,20.3 %,5.2 %,2,2.6,0,0,1,5,0,0,1,5,0,0,1,5,,,1,5,,,0,6.1,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,10133,2605,0,0,100.0 %,100.0 %
JPIB,7d RSI JPIB LT21 - L JPIB,0.8 %,0.9 %,394,436,100.0 %,6.0 %,0.8 %,14.7 %,0.0 %,-0.5 %,1,2,0.1,0.2,100.0 %,100.0 %,,,394,218,0.8 %,0.4 %,2,2.5,0,0,1,2,0,0,1,2,0,0,1,2,,,1,2,,,0,10.4,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,394,218,0,0,100.0 %,100.0 %
JPST,9d RSI JPST LT70 - L JPST,1.1 %,0.7 %,560,361,28.7 %,15.9 %,3.9 %,4.5 %,0.0 %,-0.1 %,11,9,0.9,0.8,100.0 %,100.0 %,,,51,40,0.1 %,0.1 %,3.4,3.4,0,0,11,9,0,0,10,8,0,0,6,4,,,11,9,,,9.9,7.1,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,51,40,0,0,100.0 %,100.0 %
JQUA,4d RSI JQUA LT19 - L JQUA,6.2 %,12.3 %,3100,6149,16.5 %,12.7 %,37.6 %,96.8 %,0.0 %,-1.7 %,6,8,0.5,0.7,83.3 %,87.5 %,0.5,3.1,517,732,1.0 %,1.5 %,4.3,3,1,1,5,5,1,1,5,5,1,0,4,7,5,7,5,7,2.3,21.6,0.8,4.4,-4811,-285,-4.8 %,-0.6 %,-4811,-285,-4.8 %,-0.6 %,-4811,0,-4.8 %,0.0 %,83.3 %,87.5 %,83.3 %,87.5 %,83.3 %,87.5 %,1101,878,-2405,-285,80.0 %,100.0 %
KBA,4d RSI KBA LT16 - L KBA,-0.1 %,8.9 %,-54,4467,8.2 %,6.0 %,-1.3 %,150.1 %,-4.7 %,-1.8 %,4,6,0.3,0.5,75.0 %,100.0 %,0.3,,-14,720,-0.0 %,1.4 %,3.5,1.5,1,0,2,6,1,0,2,6,1,0,2,6,3,,3,6,1,,0,4.2,-4735,0,-4.7 %,0.0 %,-4735,0,-4.7 %,0.0 %,-4735,0,-4.7 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,771,720,-2367,0,75.0 %,100.0 %
KBE,8d RSI KBE LT28 - L KBE,10.7 %,10.9 %,5329,5476,11.2 %,6.3 %,95.5 %,172.5 %,-3.1 %,-1.2 %,6,5,0.5,0.4,83.3 %,100.0 %,0.9,,888,1051,1.8 %,2.1 %,3.2,2.2,1,0,4,5,1,0,4,5,1,0,4,5,5,,5,5,4.3,,1.6,8.1,-3275,0,-3.3 %,0.0 %,-3275,0,-3.3 %,0.0 %,-3275,0,-3.3 %,0.0 %,83.3 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,1393,1051,-1637,0,83.3 %,100.0 %
KBWB,15d RSI KBWB LT41 - L KBWB,19.8 %,13.7 %,9903,6837,21.1 %,7.1 %,93.7 %,191.4 %,-4.9 %,-0.8 %,11,6,0.9,0.5,90.9 %,100.0 %,0.5,,900,1082,1.8 %,2.2 %,3.3,2,1,0,8,6,1,0,8,5,1,0,3,4,10,,10,6,4.8,,2.6,5,-5210,0,-5.2 %,0.0 %,-5210,0,-5.2 %,0.0 %,-3574,0,-3.6 %,0.0 %,90.9 %,100.0 %,90.9 %,100.0 %,90.9 %,100.0 %,1251,1082,-2605,0,83.3 %,100.0 %
KBWD,21d RSI KBWD LT42 - L KBWD,8.3 %,14.0 %,4126,7013,15.3 %,9.5 %,53.8 %,147.3 %,-5.9 %,-1.3 %,10,8,0.8,0.7,90.0 %,100.0 %,0.3,,413,830,0.8 %,1.7 %,2.1,2,1,0,6,8,1,0,5,8,0,0,4,5,9,,9,8,2.3,,1.1,4.7,-6159,0,-6.2 %,0.0 %,-6159,0,-6.2 %,0.0 %,0,0,0.0 %,0.0 %,90.0 %,100.0 %,90.0 %,100.0 %,88.9 %,100.0 %,801,830,-3079,0,100.0 %,100.0 %
KBWY,6d RSI KBWY LT22 - L KBWY,-4.6 %,6.7 %,-2298,3339,8.6 %,9.9 %,-53.5 %,67.3 %,-6.3 %,-2.5 %,3,7,0.2,0.6,33.3 %,85.7 %,0.6,2.7,-766,465,-1.5 %,0.9 %,4.7,2.6,2,1,1,5,2,1,1,5,2,0,1,5,0.5,6,1,6,0.3,16,-0.9,3.5,-6445,-217,-6.4 %,-0.4 %,-6445,-217,-6.4 %,-0.4 %,-6445,0,-6.4 %,0.0 %,33.3 %,85.7 %,33.3 %,85.7 %,33.3 %,85.7 %,924,579,-1611,-217,33.3 %,100.0 %
KIE,20d RSI KIE LT41 - L KIE,5.1 %,4.0 %,2562,1983,9.2 %,5.2 %,55.6 %,76.9 %,0.0 %,-1.6 %,4,4,0.3,0.3,75.0 %,75.0 %,6.6,4.7,640,490,1.3 %,1.0 %,3.8,2.2,1,1,3,3,1,1,3,3,1,1,3,2,3,3,3,3,19.7,14.1,2.2,2.4,-274,-149,-0.3 %,-0.3 %,-274,-149,-0.3 %,-0.3 %,-274,-149,-0.3 %,-0.3 %,75.0 %,75.0 %,75.0 %,75.0 %,75.0 %,75.0 %,900,703,-137,-149,75.0 %,66.7 %
KORU,11d RSI KORU LT26 - L KORU,11.4 %,63.2 %,5691,31588,100.0 %,6.8 %,11.4 %,936.5 %,0.0 %,-1.3 %,1,6,0.1,0.5,100.0 %,100.0 %,,,5691,4274,11.4 %,8.6 %,2,1.8,0,0,1,6,0,0,1,6,0,0,1,5,,,1,6,,,0,6.6,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,5691,4274,0,0,100.0 %,100.0 %
KRE,20d RSI KRE LT40 - L KRE,16.8 %,10.1 %,8402,5028,16.5 %,6.0 %,101.7 %,168.9 %,-3.8 %,-1.6 %,9,4,0.8,0.3,88.9 %,100.0 %,0.7,,934,1213,1.9 %,2.4 %,3,2.8,1,0,7,4,1,0,7,4,1,0,3,4,8,,8,4,5.4,,2.3,8.3,-3862,0,-3.9 %,0.0 %,-3862,0,-3.9 %,0.0 %,-2905,0,-2.9 %,0.0 %,88.9 %,100.0 %,88.9 %,100.0 %,88.9 %,100.0 %,1292,1213,-1931,0,80.0 %,100.0 %
KSA,10d RSI KSA LT33 - L KSA,3.9 %,10.3 %,1958,5174,31.8 %,15.1 %,12.3 %,68.6 %,-3.3 %,-3.6 %,15,12,1.2,1,66.7 %,91.7 %,0.9,1,131,414,0.3 %,0.8 %,3.3,2.2,2,1,6,6,2,1,5,5,1,0,4,6,2,11,10,11,1.7,10.6,0.7,2.9,-3563,-517,-3.6 %,-1.0 %,-3563,-517,-3.6 %,-1.0 %,-3460,0,-3.5 %,0.0 %,66.7 %,91.7 %,66.7 %,91.7 %,64.3 %,90.0 %,469,499,-546,-517,71.4 %,100.0 %
KWEB,3d RSI KWEB LT13 - L KWEB,11.7 %,13.4 %,5862,6720,15.9 %,11.1 %,74.0 %,121.0 %,-0.9 %,-4.8 %,8,7,0.7,0.6,75.0 %,85.7 %,3.8,5.5,733,913,1.5 %,1.8 %,3.9,2.7,1,1,4,4,1,1,4,4,1,1,5,3,3,6,6,6,11.4,32.7,2.2,3.8,-1062,-201,-1.1 %,-0.4 %,-1062,-201,-1.1 %,-0.4 %,-68,-201,-0.1 %,-0.4 %,75.0 %,85.7 %,75.0 %,85.7 %,75.0 %,85.7 %,1071,1099,-283,-201,85.7 %,83.3 %
LABD,10d RSI LABD LT27 - L LABD,-3.5 %,33.7 %,-1760,16830,54.8 %,5.6 %,-6.4 %,605.9 %,-12.3 %,-10.1 %,5,4,0.4,0.3,40.0 %,75.0 %,1.1,4,-352,3855,-0.7 %,7.7 %,5.6,2.5,2,1,1,2,2,1,1,2,1,1,1,2,0.7,3,2,3,0.8,11.9,-0.3,2.5,-13115,-1414,-13.1 %,-2.8 %,-13115,-1414,-13.1 %,-2.8 %,-13115,-1414,-13.1 %,-2.8 %,40.0 %,75.0 %,40.0 %,75.0 %,40.0 %,75.0 %,2792,5612,-2448,-1414,50.0 %,75.0 %
LABU,3d RSI LABU LT10 - L LABU,-13.4 %,31.1 %,-6682,15567,32.8 %,9.5 %,-40.7 %,326.9 %,-24.2 %,-12.6 %,3,6,0.2,0.5,66.7 %,83.3 %,0.3,9.5,-2227,2328,-4.5 %,4.7 %,5.7,3,1,1,2,4,1,1,2,4,1,1,2,4,2,5,2,5,0.5,47.7,-0.5,4.3,-27606,-299,-27.6 %,-0.6 %,-27606,-299,-27.6 %,-0.6 %,-27606,-299,-27.6 %,-0.6 %,66.7 %,83.3 %,66.7 %,83.3 %,66.7 %,83.3 %,3560,2853,-13803,-299,66.7 %,83.3 %
LEMB,21d RSI LEMB LT37 - L LEMB,0.3 %,2.8 %,128,1422,100.0 %,7.9 %,0.3 %,35.8 %,0.0 %,-0.8 %,1,6,0.1,0.5,100.0 %,83.3 %,,2.1,128,235,0.3 %,0.5 %,2,2.3,0,1,1,5,0,0,1,5,0,0,1,4,,5,1,5,,10.7,0,2.3,0,-145,0.0 %,-0.3 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,100.0 %,128,311,0,-145,100.0 %,100.0 %
LIT,19d RSI LIT LT33 - L LIT,-5.6 %,2.0 %,-2782,1018,100.0 %,6.0 %,-5.6 %,34.2 %,0.0 %,-7.3 %,1,4,0.1,0.3,0.0 %,75.0 %,0,0.6,-2782,266,-5.6 %,0.5 %,4,2.8,1,1,0,3,1,1,0,2,1,1,0,2,0,3,0,3,0,1.7,0,0.5,-5565,-1511,-5.6 %,-3.0 %,-5565,-1511,-5.6 %,-3.0 %,-5565,-1511,-5.6 %,-3.0 %,0.0 %,75.0 %,0.0 %,75.0 %,0.0 %,66.7 %,0,858,-2782,-1511,0.0 %,66.7 %
LQD,9d RSI LQD LT25 - L LQD,2.7 %,2.3 %,1346,1134,9.4 %,5.2 %,28.7 %,44.0 %,0.0 %,-0.7 %,2,4,0.2,0.3,100.0 %,100.0 %,,,673,282,1.3 %,0.6 %,2,2.2,0,0,2,4,0,0,2,4,0,0,2,4,,,2,4,,,6,2.9,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,673,282,0,0,100.0 %,100.0 %
LRGF,3d RSI LRGF LT11 - L LRGF,7.8 %,9.4 %,3898,4679,16.7 %,8.7 %,46.6 %,107.2 %,0.0 %,-1.3 %,6,6,0.5,0.5,83.3 %,100.0 %,0.5,,650,753,1.3 %,1.5 %,5,2.7,1,0,5,6,1,0,5,6,1,0,5,6,5,,5,6,2.3,,0.8,4.1,-6228,0,-6.2 %,0.0 %,-6228,0,-6.2 %,0.0 %,-6228,0,-6.2 %,0.0 %,83.3 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,1402,753,-3114,0,83.3 %,100.0 %
LVHI,4d RSI LVHI LT14 - L LVHI,-4.0 %,2.2 %,-2015,1080,100.0 %,5.2 %,-4.0 %,41.9 %,0.0 %,-2.0 %,1,3,0.1,0.2,0.0 %,66.7 %,0,6.7,-2015,359,-4.0 %,0.7 %,4,3.3,1,1,0,2,1,1,0,2,1,1,0,2,0,2,0,2,0,13.3,0,1.8,-4029,-87,-4.0 %,-0.2 %,-4029,-87,-4.0 %,-0.2 %,-4029,-87,-4.0 %,-0.2 %,0.0 %,66.7 %,0.0 %,66.7 %,0.0 %,66.7 %,0,582,-2015,-87,0.0 %,66.7 %
MBB,21d RSI MBB LT37 - L MBB,1.0 %,1.7 %,488,853,100.0 %,5.6 %,1.0 %,30.7 %,0.0 %,-1.0 %,1,3,0.1,0.2,100.0 %,66.7 %,,,488,283,1.0 %,0.6 %,3,3.7,0,1,1,1,0,0,1,2,0,0,1,2,,2,1,2,,,0,2.3,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,100.0 %,488,425,0,0,100.0 %,100.0 %
MCHI,3d RSI MCHI LT13 - L MCHI,1.7 %,9.7 %,855,4865,12.5 %,6.3 %,13.7 %,153.2 %,-3.8 %,-0.9 %,8,7,0.7,0.6,62.5 %,100.0 %,0.8,,107,671,0.2 %,1.3 %,2.8,1.3,1,0,3,7,1,0,3,7,1,0,3,6,1.7,,5,7,1.3,,0.3,2.9,-3884,0,-3.9 %,0.0 %,-3884,0,-3.9 %,0.0 %,-3884,0,-3.9 %,0.0 %,62.5 %,100.0 %,62.5 %,100.0 %,62.5 %,100.0 %,713,671,-903,0,62.5 %,100.0 %
MDY,17d RSI MDY LT39 - L MDY,3.8 %,5.9 %,1901,2956,15.4 %,7.1 %,24.7 %,82.8 %,-5.4 %,-0.9 %,6,3,0.5,0.2,83.3 %,100.0 %,0.3,,317,968,0.6 %,1.9 %,4.8,4.3,1,0,4,3,1,0,4,3,1,0,3,3,5,,5,3,1.7,,0.5,4,-5430,0,-5.4 %,0.0 %,-5430,0,-5.4 %,0.0 %,-5430,0,-5.4 %,0.0 %,83.3 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,923,968,-2715,0,80.0 %,100.0 %
MEAR,3d RSI MEAR LT22 - L MEAR,0.7 %,0.6 %,369,284,25.2 %,7.9 %,2.9 %,7.2 %,0.0 %,-0.1 %,2,4,0.2,0.3,100.0 %,100.0 %,,,184,71,0.4 %,0.1 %,17,4,0,0,2,4,0,0,2,4,0,0,2,3,,,2,4,,,3.5,3.8,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,184,71,0,0,100.0 %,100.0 %
MGC,3d RSI MGC LT11 - L MGC,7.4 %,7.3 %,3706,3659,13.1 %,7.9 %,56.7 %,92.2 %,0.0 %,-1.4 %,5,5,0.4,0.4,80.0 %,100.0 %,0.6,,741,711,1.5 %,1.4 %,4.6,3,1,0,4,5,1,0,4,5,1,0,4,4,4,,4,5,2.4,,0.8,15.1,-5484,0,-5.5 %,0.0 %,-5484,0,-5.5 %,0.0 %,-5484,0,-5.5 %,0.0 %,80.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,1612,711,-2742,0,80.0 %,100.0 %
MGK,3d RSI MGK LT10 - L MGK,4.5 %,10.6 %,2237,5308,12.6 %,7.1 %,35.6 %,148.6 %,0.0 %,-1.2 %,4,5,0.3,0.4,75.0 %,100.0 %,0.5,,559,1020,1.1 %,2.0 %,5.8,2.6,1,0,3,5,1,0,3,5,1,0,3,4,3,,3,5,1.5,,0.3,10.4,-8412,0,-8.4 %,0.0 %,-8412,0,-8.4 %,0.0 %,-8412,0,-8.4 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,2148,1020,-4206,0,75.0 %,100.0 %
MGV,20d RSI MGV LT42 - L MGV,4.1 %,2.5 %,2047,1252,21.9 %,6.3 %,18.7 %,39.5 %,-1.8 %,-3.0 %,5,3,0.4,0.2,80.0 %,66.7 %,0.8,3.2,409,417,0.8 %,0.8 %,2.2,3.7,1,1,2,2,1,1,2,2,0,1,3,2,4,2,4,2,3.3,6.4,1.3,1.4,-1804,-231,-1.8 %,-0.5 %,-424,-231,-0.4 %,-0.5 %,0,-231,0.0 %,-0.5 %,80.0 %,66.7 %,80.0 %,66.7 %,75.0 %,66.7 %,737,740,-902,-231,100.0 %,66.7 %
MINT,3d RSI MINT LT70 - L MINT,0.5 %,0.9 %,229,453,27.6 %,12.7 %,1.7 %,7.1 %,0.0 %,-0.0 %,5,12,0.4,1,100.0 %,100.0 %,,,46,38,0.1 %,0.1 %,2.2,1.7,0,0,5,12,0,0,4,10,0,0,3,7,,,5,12,,,7.9,6.5,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,46,38,0,0,100.0 %,100.0 %
MLN,18d RSI MLN LT39 - L MLN,0.9 %,4.3 %,463,2175,23.8 %,7.1 %,3.9 %,60.9 %,-1.1 %,-0.6 %,7,7,0.6,0.6,71.4 %,100.0 %,0.7,,66,305,0.1 %,0.6 %,3.9,1.6,2,0,3,7,2,0,3,6,1,0,2,5,2.5,,5,7,1.9,,0.8,7.4,-1085,0,-1.1 %,0.0 %,-1085,0,-1.1 %,0.0 %,-180,0,-0.2 %,0.0 %,71.4 %,100.0 %,71.4 %,100.0 %,71.4 %,100.0 %,201,305,-271,0,75.0 %,100.0 %
MLPA,16d RSI MLPA LT39 - L MLPA,1.0 %,5.2 %,521,2599,14.8 %,5.6 %,7.0 %,93.6 %,-0.9 %,-3.3 %,4,4,0.3,0.3,50.0 %,100.0 %,1.7,,130,639,0.3 %,1.3 %,4.2,2.5,1,0,1,4,1,0,1,4,1,0,2,3,1,,2,4,1.7,,0.5,3.1,-870,0,-0.9 %,0.0 %,-870,0,-0.9 %,0.0 %,-681,0,-0.7 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,648,639,-388,0,66.7 %,100.0 %
MLPX,17d RSI MLPX LT45 - L MLPX,15.1 %,12.0 %,7530,5997,25.6 %,6.8 %,58.9 %,177.8 %,-2.0 %,-0.4 %,13,6,1.1,0.5,76.9 %,100.0 %,1.8,,579,954,1.2 %,1.9 %,3.2,1.8,1,0,5,6,2,0,5,5,1,0,3,5,3.3,,10,6,5.8,,2.6,7.1,-2218,0,-2.2 %,0.0 %,-1248,0,-1.2 %,0.0 %,-1248,0,-1.2 %,0.0 %,76.9 %,100.0 %,76.9 %,100.0 %,72.7 %,100.0 %,909,954,-519,0,75.0 %,100.0 %
MMIT,20d RSI MMIT LT36 - L MMIT,-0.1 %,1.5 %,-66,751,100.0 %,5.6 %,-0.1 %,27.0 %,0.0 %,-0.3 %,1,3,0.1,0.2,0.0 %,100.0 %,0,,-66,249,-0.1 %,0.5 %,5,3.7,1,0,0,3,1,0,0,2,1,0,0,2,0,,0,3,0,,0,19.1,-132,0,-0.1 %,0.0 %,-132,0,-0.1 %,0.0 %,-132,0,-0.1 %,0.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0,249,-66,0,0.0 %,100.0 %
MOAT,4d RSI MOAT LT12 - L MOAT,2.6 %,5.2 %,1324,2584,5.8 %,6.0 %,45.5 %,86.8 %,-0.1 %,-0.7 %,3,4,0.2,0.3,66.7 %,100.0 %,14.1,,441,634,0.9 %,1.3 %,3,2.8,1,0,1,4,1,0,1,4,1,0,1,4,2,,2,4,28.2,,1.4,11,-97,0,-0.1 %,0.0 %,-97,0,-0.1 %,0.0 %,-97,0,-0.1 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,686,634,-49,0,66.7 %,100.0 %
MOO,8d RSI MOO LT23 - L MOO,4.9 %,8.2 %,2461,4085,4.5 %,11.9 %,110.4 %,68.6 %,0.0 %,-0.9 %,2,7,0.2,0.6,100.0 %,100.0 %,,,1230,565,2.5 %,1.1 %,2.5,3.3,0,0,2,7,0,0,2,7,0,0,2,6,,,2,7,,,5.7,5.6,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1230,565,0,0,100.0 %,100.0 %
MORT,11d RSI MORT LT33 - L MORT,-11.0 %,13.2 %,-5516,6575,100.0 %,6.8 %,-11.0 %,194.9 %,0.0 %,-1.3 %,1,5,0.1,0.4,0.0 %,100.0 %,0,,-5516,1255,-11.0 %,2.5 %,11,2.4,1,0,0,5,1,0,0,5,1,0,0,3,0,,0,5,0,,0,4.3,-11032,0,-11.0 %,0.0 %,-11032,0,-11.0 %,0.0 %,-11032,0,-11.0 %,0.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0,1255,-5516,0,0.0 %,100.0 %
MSTX,10d RSI MSTX LT36 - L MSTX,90.2 %,15443.6 %,45122,7721798,41.3 %,62.7 %,218.3 %,24631.6 %,-23.3 %,-9.3 %,15,1,1.2,0.1,60.0 %,100.0 %,1.5,,3008,7721798,6.0 %,15443.6 %,4.6,155,2,0,4,1,2,0,4,1,1,0,5,1,1.5,,9,1,2.3,,1,0,-54670,0,-54.7 %,0.0 %,-54670,0,-54.7 %,0.0 %,-46830,0,-46.8 %,0.0 %,60.0 %,100.0 %,60.0 %,100.0 %,64.3 %,100.0 %,8952,7721798,-5908,0,85.7 %,100.0 %
MTUM,4d RSI MTUM LT17 - L MTUM,9.4 %,12.7 %,4710,6332,14.9 %,6.3 %,63.3 %,199.4 %,-6.8 %,-1.6 %,6,5,0.5,0.4,83.3 %,100.0 %,0.5,,785,1209,1.6 %,2.4 %,4.3,2.2,1,0,4,5,1,0,4,5,1,0,4,5,5,,5,5,2.4,,0.8,6,-6796,0,-6.8 %,0.0 %,-6796,0,-6.8 %,0.0 %,-6796,0,-6.8 %,0.0 %,83.3 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,1622,1209,-3398,0,83.3 %,100.0 %
MUB,16d RSI MUB LT35 - L MUB,-0.5 %,2.5 %,-238,1261,20.9 %,6.3 %,-2.3 %,39.7 %,-0.7 %,-0.1 %,3,6,0.2,0.5,33.3 %,100.0 %,0.7,,-79,208,-0.2 %,0.4 %,3.7,1.7,2,0,1,6,2,0,1,5,2,0,1,5,0.5,,1,6,0.4,,-0.8,11.4,-742,0,-0.7 %,0.0 %,-742,0,-0.7 %,0.0 %,-742,0,-0.7 %,0.0 %,33.3 %,100.0 %,33.3 %,100.0 %,33.3 %,100.0 %,133,208,-186,0,33.3 %,100.0 %
MUNI,20d RSI MUNI LT38 - L MUNI,2.6 %,2.0 %,1307,984,16.4 %,8.7 %,15.9 %,22.6 %,0.0 %,-0.2 %,4,7,0.3,0.6,100.0 %,100.0 %,,,327,140,0.7 %,0.3 %,1.8,2.1,0,0,4,7,0,0,4,6,0,0,3,5,,,4,7,,,2.1,6.4,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,327,140,0,0,100.0 %,100.0 %
