,,"Purpose of This Spreadsheet is to Outline the Methodology of System 30
Branches Traded in 2021 OOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IVW,10d RSI IVW LT31 - L IVW,10.4 %,28.8 %,5184,14336,13.0 %,6.3 %,79.5 %,453.4 %,0.0 %,-8.4 %,5,5,0.4,0.4,100.0 %,80.0 %,,30.6,1037,2631,2.1 %,5.3 %,3.2,2.2,0,1,5,4,0,1,5,3,0,0,4,2,,4,5,4,,122.3,5.4,3,0,-108,0.0 %,-0.2 %,0,-108,0.0 %,-0.2 %,0,0,0.0 %,0.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,75.0 %,1037,3316,0,-108,100.0 %,100.0 %
IWB,9d RSI IWB LT28 - L IWB,4.8 %,24.6 %,2413,12231,14.0 %,5.9 %,34.4 %,412.6 %,0.0 %,-8.8 %,2,5,0.2,0.4,100.0 %,80.0 %,,4.4,1206,2289,2.4 %,4.6 %,3,2,0,1,2,4,0,1,2,3,0,0,2,2,,4,2,4,,17.4,2.3,2.4,0,-697,0.0 %,-1.4 %,0,-697,0.0 %,-1.4 %,0,0,0.0 %,0.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,75.0 %,1206,3036,0,-697,100.0 %,100.0 %
IWD,4d RSI IWD LT25 - L IWD,6.2 %,37.6 %,3082,18750,20.1 %,18.6 %,30.7 %,201.9 %,-2.2 %,-12.3 %,8,13,0.7,1.1,62.5 %,76.9 %,1.6,1.8,385,1284,0.8 %,2.6 %,4.5,2.6,2,2,3,8,2,2,3,7,2,1,3,7,1.7,3.3,5,10,2.7,6,1.3,2.3,-2348,-391,-2.3 %,-0.8 %,-2348,-391,-2.3 %,-0.8 %,-2348,-168,-2.3 %,-0.3 %,62.5 %,76.9 %,62.5 %,76.9 %,62.5 %,75.0 %,972,2003,-592,-1111,62.5 %,87.5 %
IWF,4d RSI IWF LT26 - L IWF,16.5 %,29.0 %,8252,14444,21.5 %,10.7 %,76.7 %,270.7 %,-0.1 %,-10.9 %,13,8,1.1,0.7,84.6 %,75.0 %,12.5,2,635,1661,1.3 %,3.3 %,2.7,2.4,1,1,5,5,1,1,5,4,1,1,6,4,5.5,3,11,6,68.6,6.1,4.4,2.2,-151,-1553,-0.2 %,-3.1 %,-151,-1553,-0.2 %,-3.1 %,-93,-1036,-0.1 %,-2.1 %,84.6 %,75.0 %,84.6 %,75.0 %,84.6 %,71.4 %,761,2646,-61,-1294,88.9 %,80.0 %
IWP,3d RSI IWP LT22 - L IWP,6.9 %,36.2 %,3426,18011,28.0 %,17.4 %,24.5 %,207.1 %,-2.9 %,-10.9 %,13,12,1.1,1,69.2 %,83.3 %,0.9,1.4,264,1336,0.5 %,2.7 %,3.9,2.4,2,1,6,6,2,1,6,5,1,1,4,5,2.2,5,9,10,2,7.1,1,2.5,-963,-2329,-1.0 %,-4.7 %,-963,-2329,-1.0 %,-4.7 %,-1410,-281,-1.4 %,-0.6 %,69.2 %,83.3 %,69.2 %,83.3 %,69.2 %,81.8 %,767,1864,-869,-1305,62.5 %,87.5 %
IWR,3d RSI IWR LT20 - L IWR,17.2 %,27.1 %,8613,13513,26.7 %,16.2 %,64.5 %,166.8 %,-1.7 %,-12.1 %,13,13,1.1,1.1,76.9 %,92.3 %,1.9,0.4,663,954,1.3 %,1.9 %,3.8,2.1,2,1,7,10,2,1,7,8,2,0,5,8,3.3,12,10,12,6.5,5.1,2.6,2.3,-1208,-3036,-1.2 %,-6.1 %,-1208,-3036,-1.2 %,-6.1 %,-1208,0,-1.2 %,0.0 %,76.9 %,92.3 %,76.9 %,92.3 %,76.9 %,90.9 %,1019,1286,-526,-3036,77.8 %,100.0 %
IWS,3d RSI IWS LT20 - L IWS,7.1 %,40.9 %,3574,20343,22.5 %,19.8 %,31.8 %,205.9 %,-2.0 %,-13.0 %,11,14,0.9,1.2,63.6 %,85.7 %,1.3,1,325,1278,0.6 %,2.6 %,3.7,2.6,1,1,3,8,1,1,3,7,1,0,2,9,1.8,6,7,12,2.3,6,1.2,2.4,-2088,-3524,-2.1 %,-7.0 %,-2088,-3524,-2.1 %,-7.0 %,-2088,0,-2.1 %,0.0 %,63.6 %,85.7 %,63.6 %,85.7 %,63.6 %,84.6 %,906,1790,-692,-1800,66.7 %,100.0 %
IWX,10d RSI IWX LT28 - L IWX,6.3 %,30.8 %,3126,15329,8.2 %,6.7 %,76.3 %,456.3 %,0.0 %,-9.2 %,3,6,0.2,0.5,100.0 %,83.3 %,,2.5,1042,2331,2.1 %,4.7 %,2.3,1.8,0,1,3,5,0,0,3,4,0,0,3,2,,5,3,5,,12.7,14.8,2.6,0,-1191,0.0 %,-2.4 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,100.0 %,1042,3036,0,-1191,100.0 %,100.0 %
IWY,9d RSI IWY LT30 - L IWY,9.5 %,25.9 %,4761,12904,12.5 %,6.3 %,76.2 %,408.1 %,0.0 %,-8.5 %,5,5,0.4,0.4,100.0 %,100.0 %,,,952,2392,1.9 %,4.8 %,3,2.2,0,0,5,5,0,0,5,4,0,0,4,2,,,5,5,,,3.7,2.8,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,952,2392,0,0,100.0 %,100.0 %
IXJ,15d RSI IXJ LT35 - L IXJ,7.8 %,27.4 %,3902,13629,13.8 %,7.5 %,56.6 %,363.0 %,-0.3 %,-6.6 %,5,7,0.4,0.6,80.0 %,85.7 %,6.2,12.7,780,1771,1.6 %,3.5 %,4.6,1.7,1,1,2,6,1,0,2,5,0,0,3,2,4,6,4,6,24.7,76.4,2.6,4,-329,-164,-0.3 %,-0.3 %,-329,0,-0.3 %,0.0 %,0,0,0.0 %,0.0 %,80.0 %,85.7 %,80.0 %,85.7 %,80.0 %,100.0 %,1017,2094,-164,-164,100.0 %,100.0 %
IXN,9d RSI IXN LT29 - L IXN,5.9 %,21.4 %,2960,10642,12.1 %,5.5 %,48.7 %,384.6 %,0.0 %,-8.8 %,3,4,0.2,0.3,100.0 %,100.0 %,,,987,2519,2.0 %,5.0 %,3.3,2.5,0,0,3,4,0,0,3,3,0,0,3,2,,,3,4,,,2.7,2.5,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,987,2519,0,0,100.0 %,100.0 %
IXUS,3d RSI IXUS LT18 - L IXUS,3.5 %,15.5 %,1746,7698,20.9 %,12.2 %,16.7 %,125.7 %,-3.2 %,-7.2 %,11,9,0.9,0.8,63.6 %,88.9 %,1,0.7,159,817,0.3 %,1.6 %,3.2,2.4,2,1,4,6,2,1,4,5,2,0,3,6,1.8,8,7,8,1.8,5.8,0.8,2.2,-2397,-1546,-2.4 %,-3.1 %,-2397,-1546,-2.4 %,-3.1 %,-2397,0,-2.4 %,0.0 %,63.6 %,88.9 %,63.6 %,88.9 %,63.6 %,87.5 %,562,1112,-548,-1546,55.6 %,100.0 %
IYC,6d RSI IYC LT22 - L IYC,8.0 %,13.5 %,3988,6739,6.7 %,6.3 %,119.6 %,213.1 %,0.0 %,-8.4 %,3,5,0.2,0.4,100.0 %,80.0 %,,1.4,1329,1317,2.7 %,2.6 %,2.3,2.2,0,1,3,3,0,1,3,2,0,0,3,3,,4,3,4,,5.6,6.9,1.6,0,-1443,0.0 %,-2.9 %,0,-1443,0.0 %,-2.9 %,0,0,0.0 %,0.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,75.0 %,1329,2008,0,-1443,100.0 %,100.0 %
IYF,7d RSI IYF LT24 - L IYF,10.6 %,36.3 %,5289,18092,8.0 %,7.5 %,132.2 %,481.8 %,0.0 %,-9.6 %,5,6,0.4,0.5,100.0 %,83.3 %,,2.5,1058,2710,2.1 %,5.4 %,2.6,2.2,0,1,5,5,0,1,5,4,0,0,5,3,,5,5,5,,12.6,3,2.7,0,-1402,0.0 %,-2.8 %,0,-1402,0.0 %,-2.8 %,0,0,0.0 %,0.0 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,80.0 %,1058,3532,0,-1402,100.0 %,100.0 %
IYG,6d RSI IYG LT20 - L IYG,9.4 %,26.3 %,4719,13119,5.8 %,6.7 %,163.4 %,390.5 %,0.0 %,-9.3 %,4,5,0.3,0.4,100.0 %,80.0 %,,3,1180,2454,2.4 %,4.9 %,2.2,2.4,0,1,4,4,0,1,4,3,0,0,4,3,,4,4,4,,11.8,2.6,2.2,0,-1134,0.0 %,-2.3 %,0,-1134,0.0 %,-2.3 %,0,0,0.0 %,0.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,75.0 %,1180,3351,0,-1134,100.0 %,100.0 %
IYH,8d RSI IYH LT27 - L IYH,4.3 %,22.0 %,2134,10949,8.0 %,6.3 %,53.1 %,346.3 %,0.0 %,-7.1 %,3,6,0.2,0.5,100.0 %,83.3 %,,15.8,711,1704,1.4 %,3.4 %,4.3,1.7,0,1,3,4,0,1,3,4,0,0,3,4,,5,3,5,,79.2,2.5,2.9,0,-131,0.0 %,-0.3 %,0,-131,0.0 %,-0.3 %,0,0,0.0 %,0.0 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,83.3 %,711,2071,0,-131,100.0 %,100.0 %
IYK,8d RSI IYK LT27 - L IYK,7.4 %,18.0 %,3702,8953,4.9 %,5.9 %,151.0 %,302.0 %,0.0 %,-9.5 %,4,5,0.3,0.4,100.0 %,80.0 %,,2.4,925,1717,1.9 %,3.4 %,1.5,2,0,1,4,4,0,1,4,3,0,0,4,2,,4,4,4,,9.5,5.7,2,0,-1010,0.0 %,-2.0 %,0,-1010,0.0 %,-2.0 %,0,0,0.0 %,0.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,75.0 %,925,2399,0,-1010,100.0 %,100.0 %
IYM,4d RSI IYM LT13 - L IYM,0.3 %,3.2 %,150,1572,7.6 %,5.1 %,4.0 %,61.2 %,-2.4 %,-8.9 %,5,4,0.4,0.3,60.0 %,75.0 %,0.7,0.7,30,402,0.1 %,0.8 %,2.4,2.2,2,1,3,2,2,1,3,2,2,1,3,2,1.5,3,3,3,1.1,2.2,0.1,0.7,-3392,-1397,-3.4 %,-2.8 %,-3392,-1397,-3.4 %,-2.8 %,-3392,-1397,-3.4 %,-2.8 %,60.0 %,75.0 %,60.0 %,75.0 %,60.0 %,75.0 %,616,1002,-848,-1397,60.0 %,75.0 %
IYR,3d RSI IYR LT10 - L IYR,2.9 %,10.1 %,1435,5009,3.3 %,5.9 %,86.1 %,169.0 %,0.0 %,-7.6 %,2,4,0.2,0.3,100.0 %,100.0 %,,,717,1213,1.4 %,2.4 %,1.5,2.8,0,0,2,4,0,0,2,4,0,0,2,3,,,2,4,,,3,7.3,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,717,1213,0,0,100.0 %,100.0 %
IYZ,8d RSI IYZ LT24 - L IYZ,3.7 %,16.2 %,1843,8083,37.3 %,5.1 %,9.9 %,314.6 %,0.0 %,-4.2 %,2,4,0.2,0.3,100.0 %,100.0 %,,,921,1929,1.8 %,3.9 %,10,2.2,0,0,2,4,0,0,2,4,0,0,2,3,,,2,4,,,2.4,3.3,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,921,1929,0,0,100.0 %,100.0 %
JDST,18d RSI JDST LT34 - L JDST,7.4 %,62.6 %,3720,31174,47.1 %,5.9 %,15.8 %,1051.6 %,0.0 %,-10.1 %,2,5,0.2,0.4,100.0 %,100.0 %,,,1860,5133,3.7 %,10.3 %,3,2,0,0,2,5,0,0,2,5,0,0,2,4,,,2,5,,,7.5,6.6,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1860,5133,0,0,100.0 %,100.0 %
JPIB,16d RSI JPIB LT70 - L JPIB,-0.2 %,11.0 %,-89,5472,99.6 %,89.7 %,-0.2 %,12.2 %,-1.6 %,-12.0 %,46,49,3.8,4.1,69.6 %,91.8 %,0.4,0.2,-2,110,-0.0 %,0.2 %,4.4,3.6,4,1,7,25,4,1,5,20,2,1,5,5,2.3,11.2,32,45,1,2.3,-0.1,1.4,-915,-3444,-0.9 %,-6.9 %,-915,-3444,-0.9 %,-6.9 %,-868,-2585,-0.9 %,-5.2 %,69.6 %,91.8 %,69.6 %,91.8 %,64.7 %,94.6 %,56,212,-135,-1046,58.3 %,83.3 %
JQUA,9d RSI JQUA LT28 - L JQUA,2.4 %,23.3 %,1202,11612,64.3 %,5.9 %,3.7 %,391.7 %,0.0 %,-7.9 %,2,5,0.2,0.4,100.0 %,80.0 %,,4.6,601,2178,1.2 %,4.4 %,3.5,2,0,1,2,4,0,1,2,3,0,0,2,2,,4,2,4,,18.4,3.9,2.4,0,-625,0.0 %,-1.2 %,0,-625,0.0 %,-1.2 %,0,0,0.0 %,0.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,75.0 %,601,2879,0,-625,100.0 %,100.0 %
KBA,21d RSI KBA LT46 - L KBA,11.4 %,29.7 %,5721,14795,43.5 %,11.9 %,26.3 %,249.6 %,-5.3 %,-5.2 %,21,9,1.8,0.8,76.2 %,100.0 %,0.8,,272,1473,0.5 %,3.0 %,2.3,2.3,3,0,7,9,2,0,12,7,1,0,6,4,3.2,,16,9,2.5,,1.8,5.4,-5335,0,-5.3 %,0.0 %,-4524,0,-4.5 %,0.0 %,-2323,0,-2.3 %,0.0 %,76.2 %,100.0 %,76.2 %,100.0 %,83.3 %,100.0 %,595,1473,-760,0,85.7 %,100.0 %
KBWB,6d RSI KBWB LT19 - L KBWB,4.8 %,25.6 %,2414,12750,6.5 %,5.9 %,74.8 %,430.1 %,0.0 %,-10.1 %,2,5,0.2,0.4,100.0 %,80.0 %,,1.8,1207,2425,2.4 %,4.8 %,3,2,0,1,2,3,0,1,2,2,0,0,2,3,,4,2,4,,7.4,1.7,1.7,0,-1905,0.0 %,-3.8 %,0,-1905,0.0 %,-3.8 %,0,0,0.0 %,0.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,75.0 %,1207,3507,0,-1905,100.0 %,100.0 %
KIE,4d RSI KIE LT15 - L KIE,5.3 %,7.0 %,2656,3467,10.3 %,5.5 %,51.7 %,125.3 %,-1.8 %,-13.3 %,5,4,0.4,0.3,80.0 %,75.0 %,1,0.7,531,924,1.1 %,1.9 %,3.6,2.5,1,1,2,3,1,1,2,3,1,0,2,3,4,3,4,3,3.9,2.1,1.5,0.7,-1832,-3420,-1.8 %,-6.8 %,-1832,-3420,-1.8 %,-6.8 %,-1832,0,-1.8 %,0.0 %,80.0 %,75.0 %,80.0 %,75.0 %,80.0 %,75.0 %,893,2372,-916,-3420,80.0 %,100.0 %
KOLD,18d RSI KOLD LT34 - L KOLD,-47.3 %,18.3 %,-23675,9123,59.2 %,7.5 %,-80.0 %,243.0 %,-52.2 %,-7.4 %,12,5,1,0.4,33.3 %,80.0 %,0.4,4.3,-1973,1734,-3.9 %,3.5 %,3.9,2.8,4,1,2,2,4,1,2,2,4,0,2,2,0.5,4,4,4,0.2,17.2,-2.3,2.5,-31195,-535,-31.2 %,-1.1 %,-31195,-535,-31.2 %,-1.1 %,-57534,0,-57.5 %,0.0 %,33.3 %,80.0 %,33.3 %,80.0 %,27.3 %,80.0 %,1581,2302,-3750,-535,33.3 %,100.0 %
KWEB,7d RSI KWEB LT32 - L KWEB,-6.0 %,34.4 %,-3001,17127,38.7 %,12.2 %,-15.5 %,279.6 %,-16.9 %,-9.0 %,20,10,1.7,0.8,65.0 %,90.0 %,0.5,5.3,-150,1518,-0.3 %,3.0 %,3.2,2.1,2,1,3,9,2,1,3,8,1,1,4,4,1.9,9,13,9,0.8,47.3,-0.3,3.4,-8418,-328,-8.4 %,-0.7 %,-8418,-328,-8.4 %,-0.7 %,-10693,-328,-10.7 %,-0.7 %,65.0 %,90.0 %,65.0 %,90.0 %,63.2 %,88.9 %,1261,1723,-2771,-328,60.0 %,80.0 %
LMBS,21d RSI LMBS LT56 - L LMBS,-0.1 %,2.1 %,-35,1048,90.6 %,66.0 %,-0.1 %,3.2 %,-0.9 %,-4.8 %,24,22,2,1.8,58.3 %,86.4 %,0.7,0.4,-1,48,-0.0 %,0.1 %,8,6.3,2,1,4,10,4,1,4,10,3,1,2,9,1.4,6.3,14,19,0.9,2.6,-0.1,1.2,-582,-654,-0.6 %,-1.3 %,-953,-654,-1.0 %,-1.3 %,-860,-654,-0.9 %,-1.3 %,58.3 %,86.4 %,58.3 %,86.4 %,54.5 %,85.7 %,47,90,-70,-218,50.0 %,90.0 %
LRGF,8d RSI LRGF LT26 - L LRGF,7.4 %,23.6 %,3690,11748,13.0 %,5.9 %,56.7 %,396.3 %,0.0 %,-9.2 %,4,5,0.3,0.4,100.0 %,80.0 %,,2.8,922,2210,1.8 %,4.4 %,3,2,0,1,4,4,0,1,4,3,0,0,4,2,,4,4,4,,11.2,3.8,2.2,0,-1081,0.0 %,-2.2 %,0,-1081,0.0 %,-2.2 %,0,0,0.0 %,0.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,75.0 %,922,3032,0,-1081,100.0 %,100.0 %
MBB,11d RSI MBB LT39 - L MBB,0.7 %,3.6 %,372,1820,34.8 %,11.1 %,2.1 %,32.9 %,-0.4 %,-2.7 %,15,4,1.2,0.3,46.7 %,100.0 %,2.2,,25,455,0.0 %,0.9 %,3.6,6,3,0,4,4,3,0,5,4,1,0,4,4,0.9,,7,4,1.9,,1,1.4,-375,0,-0.4 %,0.0 %,-375,0,-0.4 %,0.0 %,-202,0,-0.2 %,0.0 %,46.7 %,100.0 %,46.7 %,100.0 %,50.0 %,100.0 %,113,455,-52,0,75.0 %,100.0 %
MCHI,10d RSI MCHI LT33 - L MCHI,5.7 %,25.5 %,2858,12719,20.5 %,5.9 %,27.9 %,429.0 %,-4.9 %,-2.2 %,11,6,0.9,0.5,36.4 %,100.0 %,3.3,,260,1942,0.5 %,3.9 %,3.1,1.5,4,0,1,6,4,0,1,5,3,0,2,3,0.6,,4,6,1.9,,0.8,4.6,-5135,0,-5.1 %,0.0 %,-5135,0,-5.1 %,0.0 %,-5135,0,-5.1 %,0.0 %,36.4 %,100.0 %,36.4 %,100.0 %,36.4 %,100.0 %,1531,1942,-467,0,50.0 %,100.0 %
MEAR,17d RSI MEAR LT43 - L MEAR,0.5 %,0.2 %,245,79,21.3 %,5.1 %,2.3 %,3.1 %,0.0 %,-3.2 %,5,2,0.4,0.2,100.0 %,50.0 %,,1.2,49,42,0.1 %,0.1 %,8,5.5,0,1,5,1,0,1,5,1,0,1,5,1,,1,5,1,,1.2,3.5,0.1,0,-430,0.0 %,-0.9 %,0,-430,0.0 %,-0.9 %,0,-430,0.0 %,-0.9 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,49,514,0,-430,100.0 %,50.0 %
MGC,8d RSI MGC LT25 - L MGC,1.0 %,17.0 %,478,8452,100.0 %,5.5 %,1.0 %,305.5 %,0.0 %,-8.6 %,1,4,0.1,0.3,100.0 %,75.0 %,,6.1,478,2034,1.0 %,4.1 %,2,2.5,0,1,1,3,0,1,1,2,0,0,1,2,,3,1,3,,18.3,0,2.1,0,-469,0.0 %,-0.9 %,0,-469,0.0 %,-0.9 %,0,0,0.0 %,0.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,66.7 %,478,2869,0,-469,100.0 %,100.0 %
MGK,9d RSI MGK LT31 - L MGK,9.8 %,28.5 %,4899,14204,12.5 %,6.3 %,78.4 %,449.2 %,0.0 %,-8.4 %,5,5,0.4,0.4,100.0 %,100.0 %,,,980,2609,2.0 %,5.2 %,3,2.2,0,0,5,5,0,0,5,4,0,0,4,2,,,5,5,,,3.9,3,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,980,2609,0,0,100.0 %,100.0 %
MGV,11d RSI MGV LT29 - L MGV,6.9 %,30.8 %,3453,15357,7.4 %,6.7 %,93.6 %,457.1 %,0.0 %,-9.1 %,3,6,0.2,0.5,100.0 %,83.3 %,,2.8,1151,2329,2.3 %,4.7 %,2,1.8,0,1,3,5,0,0,3,4,0,0,3,2,,5,3,5,,13.8,8.1,2.8,0,-1096,0.0 %,-2.2 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,100.0 %,1151,3015,0,-1096,100.0 %,100.0 %
MMIT,5d RSI MMIT LT15 - L MMIT,-0.8 %,1.4 %,-391,687,12.6 %,7.1 %,-6.2 %,19.3 %,-0.2 %,-8.5 %,2,4,0.2,0.3,0.0 %,100.0 %,0,,-196,172,-0.4 %,0.3 %,9.5,3.5,2,0,0,4,2,0,0,4,2,0,0,3,0,,0,4,0,,-2.5,6,-783,0,-0.8 %,0.0 %,-783,0,-0.8 %,0.0 %,-783,0,-0.8 %,0.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0,172,-196,0,0.0 %,100.0 %
MOAT,7d RSI MOAT LT21 - L MOAT,1.7 %,12.6 %,841,6264,19.6 %,5.1 %,8.6 %,243.8 %,-0.5 %,-7.8 %,2,4,0.2,0.3,50.0 %,75.0 %,4.6,4.2,420,1530,0.8 %,3.1 %,4.5,2.2,1,1,1,3,1,1,1,2,1,0,1,2,1,3,1,3,4.6,12.5,0.9,1.8,-469,-531,-0.5 %,-1.1 %,-469,-531,-0.5 %,-1.1 %,-469,0,-0.5 %,0.0 %,50.0 %,75.0 %,50.0 %,75.0 %,50.0 %,66.7 %,1075,2217,-234,-531,50.0 %,100.0 %
MOO,7d RSI MOO LT20 - L MOO,1.3 %,14.8 %,627,7349,8.9 %,6.3 %,14.1 %,232.4 %,0.0 %,-6.4 %,2,6,0.2,0.5,100.0 %,83.3 %,,2.8,314,1175,0.6 %,2.4 %,4.5,1.7,0,1,2,3,0,1,2,2,0,0,2,4,,5,2,5,,14.2,1.4,2.3,0,-533,0.0 %,-1.1 %,0,-533,0.0 %,-1.1 %,0,0,0.0 %,0.0 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,80.0 %,314,1517,0,-533,100.0 %,100.0 %
MTUM,7d RSI MTUM LT27 - L MTUM,15.4 %,24.0 %,7725,11932,10.7 %,7.5 %,144.7 %,317.8 %,0.0 %,-9.2 %,7,6,0.6,0.5,100.0 %,83.3 %,,3.9,1104,1845,2.2 %,3.7 %,2.1,2.2,0,1,7,5,0,1,7,4,0,0,6,3,,5,7,5,,19.7,6.2,2.9,0,-593,0.0 %,-1.2 %,0,-593,0.0 %,-1.2 %,0,0,0.0 %,0.0 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,80.0 %,1104,2333,0,-593,100.0 %,100.0 %
MUNI,21d RSI MUNI LT70 - L MUNI,0.6 %,0.7 %,302,335,92.9 %,87.0 %,0.6 %,0.8 %,-1.4 %,-13.2 %,37,43,3.1,3.6,70.3 %,86.0 %,0.5,0.2,8,13,0.0 %,0.0 %,5.2,4.1,3,3,6,19,3,3,7,11,1,2,2,4,2.4,6.2,26,37,1.2,1.1,0.3,0.1,-281,-267,-0.3 %,-0.5 %,-281,-267,-0.3 %,-0.5 %,-1312,-3394,-1.3 %,-6.8 %,70.3 %,86.0 %,70.3 %,86.0 %,70.0 %,80.0 %,74,166,-149,-930,63.6 %,66.7 %
NLR,6d RSI NLR LT22 - L NLR,1.0 %,1.5 %,515,765,6.2 %,8.7 %,16.6 %,17.6 %,0.0 %,-13.1 %,3,6,0.2,0.5,66.7 %,66.7 %,,0.6,172,152,0.3 %,0.3 %,3,2.7,1,2,2,4,1,2,2,4,1,1,2,3,2,2,2,4,,1.3,2,0.2,0,-3286,0.0 %,-6.6 %,0,-3286,0.0 %,-6.6 %,0,-417,0.0 %,-0.8 %,66.7 %,66.7 %,66.7 %,66.7 %,66.7 %,66.7 %,257,1049,0,-1643,66.7 %,75.0 %
NULG,3d RSI NULG LT12 - L NULG,7.1 %,0.8 %,3565,400,15.9 %,5.1 %,45.0 %,15.6 %,-0.4 %,-11.8 %,7,3,0.6,0.2,85.7 %,66.7 %,2.9,0.6,509,160,1.0 %,0.3 %,2.7,3.3,1,1,5,2,1,1,5,2,0,1,5,2,6,2,6,2,17.3,1.2,3,0.2,-438,-2126,-0.4 %,-4.2 %,-438,-2126,-0.4 %,-4.2 %,0,-2126,0.0 %,-4.2 %,85.7 %,66.7 %,85.7 %,66.7 %,85.7 %,66.7 %,631,1303,-219,-2126,100.0 %,66.7 %
NULV,7d RSI NULV LT21 - L NULV,7.3 %,12.5 %,3639,6216,4.9 %,5.1 %,148.2 %,242.0 %,0.0 %,-9.1 %,3,4,0.2,0.3,100.0 %,75.0 %,,1.8,1213,1530,2.4 %,3.1 %,2.7,2.2,0,1,3,3,0,1,3,2,0,0,3,2,,3,3,3,,5.5,5.6,1.6,0,-1360,0.0 %,-2.7 %,0,-1360,0.0 %,-2.7 %,0,0,0.0 %,0.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,66.7 %,1213,2493,0,-1360,100.0 %,100.0 %
OEF,8d RSI OEF LT25 - L OEF,2.0 %,17.9 %,977,8895,100.0 %,5.5 %,2.0 %,321.5 %,0.0 %,-8.7 %,1,4,0.1,0.3,100.0 %,75.0 %,,10.2,977,2135,2.0 %,4.3 %,3,2.5,0,1,1,3,0,1,1,2,0,0,1,2,,3,1,3,,30.5,0,2.1,0,-290,0.0 %,-0.6 %,0,-290,0.0 %,-0.6 %,0,0,0.0 %,0.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,66.7 %,977,2943,0,-290,100.0 %,100.0 %
ONEQ,13d RSI ONEQ LT31 - L ONEQ,5.8 %,27.9 %,2921,13874,6.5 %,5.5 %,89.3 %,501.4 %,0.0 %,-9.5 %,2,4,0.2,0.3,100.0 %,100.0 %,,,1461,3178,2.9 %,6.4 %,2.5,2.5,0,0,2,4,0,0,2,3,0,0,2,1,,,2,4,,,15.1,6.3,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1461,3178,0,0,100.0 %,100.0 %
OUNZ,6d RSI OUNZ LT19 - L OUNZ,-2.9 %,8.8 %,-1462,4378,10.0 %,5.5 %,-29.4 %,158.2 %,-2.9 %,-2.0 %,4,4,0.3,0.3,25.0 %,100.0 %,0.5,,-366,1076,-0.7 %,2.1 %,4,2.5,3,0,1,4,3,0,1,4,3,0,1,3,0.3,,1,4,0.2,,-1.3,2,-3533,0,-3.5 %,0.0 %,-3533,0,-3.5 %,0.0 %,-3533,0,-3.5 %,0.0 %,25.0 %,100.0 %,25.0 %,100.0 %,25.0 %,100.0 %,304,1076,-589,0,25.0 %,100.0 %
